,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,lnfa,lnva,lnca,lnfsd,lntsd,asq,psq
1228,9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.9921,3.23,0.28,12.5,6.0,2.2407096892759584,-1.3470736479666092,-0.6348782724359695,3.2188758248682006,4.6913478822291435,156.25,10.4329
1229,8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,3.0,2.1162555148025524,-1.1086626245216111,-0.8675005677047231,2.8903717578961645,4.564348191467836,153.76000000000002,10.240000000000002
1230,7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,3.06,0.41,8.7,6.0,1.9878743481543455,-1.2378743560016174,-1.2039728043259361,3.828641396489095,5.472270673671475,75.68999999999998,9.3636
1231,7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,7.0,2.066862759472976,-0.8915981192837836,-0.9942522733438669,3.6888794541139363,4.736198448394496,153.76000000000002,10.0489
1232,7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,7.0,2.066862759472976,-0.8209805520698302,-0.9942522733438669,3.295836866004329,4.532599493153256,158.76,9.985600000000002
1233,7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,3.38,0.44,11.0,6.0,2.0412203288596382,-0.941608539858445,-1.2039728043259361,3.367295829986474,4.875197323201151,121.0,11.424399999999999
1234,7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,6.0,2.0412203288596382,-1.3470736479666092,-1.171182981502945,3.8501476017100584,5.043425116919247,102.00999999999999,11.696399999999999
1235,7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.993,3.03,0.48,10.5,5.0,2.0541237336955462,-1.1394342831883648,-1.171182981502945,3.828641396489095,5.272999558563747,110.25,9.1809
1236,6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,6.0,1.916922612182061,-1.1394342831883648,-0.9942522733438669,2.9444389791664403,4.465908118654584,161.29,9.8596
1237,7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.9928,3.17,0.51,10.9,5.0,1.9878743481543455,-1.4271163556401458,-0.941608539858445,3.5553480614894135,4.7535901911063645,118.81,10.0489
1238,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7.0,1.9600947840472698,-0.8209805520698302,-0.9942522733438669,3.5553480614894135,4.852030263919617,182.25,9.4249
1239,10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.998,3.19,0.59,9.7,5.0,2.33214389523559,-1.3862943611198906,-0.7339691750802004,3.332204510175204,5.099866427824199,94.08999999999999,10.1761
1240,7.9,0.14,0.28,1.8,0.041,44.0,178.0,0.9954,3.45,0.43,9.2,6.0,2.066862759472976,-1.9661128563728327,-1.2729656758128873,3.784189633918261,5.181783550292085,84.63999999999999,11.902500000000002
1241,7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,3.4,0.41,10.6,7.0,2.0014800002101243,-1.7147984280919266,-0.8675005677047231,3.4965075614664802,5.231108616854587,112.36,11.559999999999999
1242,8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,7.0,2.0918640616783932,-0.843970070294529,-0.8675005677047231,3.58351893845611,4.948759890378168,176.89000000000001,8.8804
1243,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7.0,1.9600947840472698,-0.8209805520698302,-0.9942522733438669,3.5553480614894135,4.852030263919617,182.25,9.4249
1244,6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.32,10.1,5.0,1.8562979903656263,-1.3470736479666092,-1.5141277326297755,3.1354942159291497,4.875197323201151,102.00999999999999,10.8241
1245,8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,4.0,2.0794415416798357,-0.4155154439616658,-0.3285040669720361,4.127134385045092,5.4510384535657,88.36000000000001,8.526399999999999
1246,8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,3.18,0.4,10.6,7.0,2.0794415416798357,-1.6094379124341003,-0.916290731874155,3.713572066704308,5.117993812416755,112.36,10.112400000000001
1247,7.2,0.21,0.34,1.1,0.046,25.0,80.0,0.992,3.25,0.4,11.3,6.0,1.9740810260220096,-1.5606477482646683,-1.0788096613719298,3.2188758248682006,4.382026634673881,127.69000000000001,10.5625
1248,7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,7.0,1.9740810260220096,-1.7147984280919266,-1.171182981502945,2.995732273553991,4.290459441148391,116.64000000000001,11.0224
1249,8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,5.0,2.128231705849268,-0.5621189181535413,-0.8209805520698302,3.828641396489095,5.272999558563747,108.16000000000001,9.9225
1250,5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,7.0,1.667706820558076,-1.3470736479666092,-1.4696759700589417,3.871201010907891,5.075173815233827,110.25,14.5924
1251,5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,5.0,1.7404661748405046,-1.40649706843741,-1.1086626245216111,3.332204510175204,5.0106352940962555,86.49000000000001,9.796899999999999
1252,5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,6.0,1.7227665977411035,-1.40649706843741,-1.1394342831883648,3.1780538303479458,5.0238805208462765,86.49000000000001,9.7344
1253,7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.9911,3.29,0.39,12.2,7.0,1.9878743481543455,-1.3862943611198906,-0.8915981192837836,3.9512437185814275,5.10594547390058,148.83999999999997,10.8241
1254,7.0,0.16,0.73,1.0,0.138,58.0,150.0,0.9936,3.08,0.3,9.2,5.0,1.9459101490553132,-1.8325814637483102,-0.31471074483970024,4.060443010546419,5.0106352940962555,84.63999999999999,9.4864
1255,6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57,10.3,6.0,1.8562979903656263,-1.5141277326297755,-1.0788096613719298,3.367295829986474,4.6443908991413725,106.09000000000002,14.5161
1256,7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,6.0,1.9878743481543455,-1.7147984280919266,-0.4307829160924542,3.332204510175204,5.056245805348308,88.36000000000001,11.0889
1257,6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,3.28,0.35,10.2,6.0,1.8562979903656263,-1.7719568419318752,-1.3093333199837622,4.477336814478207,5.407171771460119,104.03999999999999,10.758399999999998
1258,6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39,9.0,6.0,1.9315214116032138,-1.2378743560016174,-1.8325814637483102,4.174387269895637,5.356586274672012,81.0,9.4864
1259,6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,3.06,0.36,9.3,6.0,1.824549292051046,-1.5606477482646683,-0.9675840262617056,4.1588830833596715,5.501258210544727,86.49000000000001,9.3636
1260,6.4,0.23,0.3,7.1,0.037,63.0,236.0,0.9952,3.06,0.34,9.2,6.0,1.8562979903656263,-1.4696759700589417,-1.2039728043259361,4.143134726391533,5.4638318050256105,84.63999999999999,9.3636
1261,7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.9946,3.32,0.64,9.4,6.0,1.9878743481543455,-1.6607312068216509,-0.3856624808119846,3.4339872044851463,5.049856007249537,88.36000000000001,11.0224
1262,7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,6.0,1.9878743481543455,-1.7147984280919266,-0.4307829160924542,3.332204510175204,5.056245805348308,88.36000000000001,11.0889
1263,9.6,0.29,0.46,1.45,0.039,77.5,223.0,0.9944,2.92,0.46,9.5,6.0,2.2617630984737906,-1.2378743560016174,-0.7765287894989963,4.350277936359301,5.407171771460119,90.25,8.526399999999999
1264,7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,5.0,1.9740810260220096,-1.9661128563728327,-1.0498221244986778,2.70805020110221,4.290459441148391,98.01,11.9716
1265,6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,3.46,0.62,11.1,7.0,1.9315214116032138,-1.171182981502945,-1.0788096613719298,3.58351893845611,5.159055299214529,123.21,11.9716
1266,7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,8.0,2.0149030205422647,-1.2729656758128873,-1.0788096613719298,3.58351893845611,4.7535901911063645,151.29000000000002,8.940100000000001
1267,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7.0,2.0794415416798357,-1.5141277326297755,-0.8675005677047231,3.8066624897703196,5.093750200806762,73.96,10.3041
1268,7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5.0,2.028148247292285,-1.171182981502945,-1.2378743560016174,3.044522437723423,4.976733742420574,88.36000000000001,9.2416
1269,8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,6.0,2.128231705849268,-1.0498221244986778,-0.579818495252942,4.007333185232471,5.247024072160486,88.36000000000001,9.4249
1270,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7.0,2.0794415416798357,-1.5141277326297755,-0.8675005677047231,3.8066624897703196,5.093750200806762,73.96,10.3041
1271,8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,5.0,2.0918640616783932,-0.6931471805599453,-0.7550225842780328,3.1354942159291497,4.836281906951478,118.81,10.3041
1272,7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,3.2,0.48,9.4,5.0,1.9459101490553132,-0.941608539858445,-1.171182981502945,3.4657359027997265,5.087596335232384,88.36000000000001,10.240000000000002
1273,8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,5.0,2.0918640616783932,-0.6931471805599453,-0.7550225842780328,3.1354942159291497,4.836281906951478,118.81,10.3041
1274,8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,6.0,2.128231705849268,-1.0498221244986778,-0.579818495252942,4.007333185232471,5.247024072160486,88.36000000000001,9.4249
1275,6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46,9.2,6.0,1.824549292051046,-1.5141277326297755,-1.3093333199837622,2.995732273553991,4.882801922586371,84.63999999999999,10.368400000000001
1276,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7.0,2.0794415416798357,-1.5141277326297755,-0.8675005677047231,3.8066624897703196,5.093750200806762,73.96,10.3041
1277,7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5.0,2.028148247292285,-1.171182981502945,-1.2378743560016174,3.044522437723423,4.976733742420574,88.36000000000001,9.2416
1278,7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,3.33,0.37,10.8,6.0,1.9459101490553132,-1.4271163556401458,-1.0216512475319814,2.302585092994046,4.890349128221754,116.64000000000001,11.0889
1279,6.6,0.27,0.3,1.9,0.025,14.0,153.0,0.9928,3.29,0.62,10.5,6.0,1.8870696490323797,-1.3093333199837622,-1.2039728043259361,2.6390573296152584,5.030437921392435,110.25,10.8241
1280,7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,6.0,2.0541237336955462,-1.8325814637483102,-0.8915981192837836,3.367295829986474,4.941642422609304,156.25,9.1204
1281,7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,7.0,2.0412203288596382,-1.3093333199837622,-1.0788096613719298,3.258096538021482,5.123963979403259,146.41,8.940100000000001
1282,7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,3.02,0.43,8.7,5.0,2.0014800002101243,-1.171182981502945,-0.3011050927839216,3.9318256327243257,4.990432586778736,75.68999999999998,9.1204
1283,8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25,12.7,8.0,2.0794415416798357,-0.7985076962177716,-1.0216512475319814,3.912023005428146,5.017279836814924,161.29,9.4249
1284,7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,7.0,2.0412203288596382,-1.3093333199837622,-1.0788096613719298,3.258096538021482,5.123963979403259,146.41,8.940100000000001
1285,7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,6.0,2.0541237336955462,-1.8325814637483102,-0.8915981192837836,3.367295829986474,4.941642422609304,156.25,9.1204
1286,6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,7.0,1.8870696490323797,-1.8325814637483102,-1.2378743560016174,3.6888794541139363,4.990432586778736,129.96,9.3636
1287,8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,3.02,0.6,12.9,7.0,2.1162555148025524,-1.5606477482646683,-0.916290731874155,3.5553480614894135,4.700480365792417,166.41,9.1204
1288,7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,3.15,0.51,12.8,7.0,1.9740810260220096,-1.1394342831883648,-1.1086626245216111,3.367295829986474,4.6913478822291435,163.84000000000003,9.9225
1289,6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,3.38,0.44,11.2,6.0,1.8870696490323797,-1.8325814637483102,-1.2039728043259361,2.70805020110221,4.356708826689592,125.43999999999998,11.424399999999999
1290,8.4,0.16,0.33,1.5,0.033,16.0,98.0,0.994,3.14,0.42,9.7,6.0,2.128231705849268,-1.8325814637483102,-1.1086626245216111,2.772588722239781,4.584967478670572,94.08999999999999,9.8596
1291,7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,6.0,2.0149030205422647,-1.4696759700589417,-1.1394342831883648,3.9889840465642745,5.25227342804663,94.08999999999999,9.2416
1292,6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,3.5,0.54,10.3,6.0,1.824549292051046,-1.7719568419318752,-1.2039728043259361,2.6390573296152584,4.3694478524670215,106.09000000000002,12.25
1293,6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,4.0,1.9315214116032138,-0.941608539858445,-1.5141277326297755,2.302585092994046,4.624972813284271,134.56,9.0
1294,6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,4.0,1.9315214116032138,-0.8915981192837836,-1.5141277326297755,2.302585092994046,4.624972813284271,134.56,9.0
1295,7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,6.0,2.0149030205422647,-1.4696759700589417,-1.1394342831883648,3.9889840465642745,5.25227342804663,94.08999999999999,9.2416
1296,7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.9942,3.32,0.44,10.9,6.0,2.0149030205422647,-0.9675840262617056,-1.1086626245216111,3.4011973816621555,4.875197323201151,118.81,11.0224
1297,7.3,0.42,0.38,6.8,0.045,29.0,122.0,0.9925,3.19,0.37,12.6,7.0,1.9878743481543455,-0.8675005677047231,-0.9675840262617056,3.367295829986474,4.804021044733257,158.76,10.1761
1298,7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,3.3,0.47,12.4,6.0,1.9878743481543455,-1.0788096613719298,-0.941608539858445,3.8066624897703196,5.093750200806762,153.76000000000002,10.889999999999999
1299,7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,2.96,0.4,11.5,5.0,2.0541237336955462,-1.4696759700589417,-1.2729656758128873,3.8066624897703196,5.111987788356544,132.25,8.7616
1300,9.0,0.245,0.38,5.9,0.045,52.0,159.0,0.995,2.93,0.35,10.2,6.0,2.1972245773362196,-1.40649706843741,-0.9675840262617056,3.9512437185814275,5.0689042022202315,104.03999999999999,8.584900000000001
1301,6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,3.22,0.27,11.4,5.0,1.9315214116032138,-1.6094379124341003,-0.916290731874155,3.9318256327243257,5.170483995038151,129.96,10.368400000000001
1302,7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.9958,3.3,0.33,9.6,6.0,2.0014800002101243,-1.6607312068216509,-0.8675005677047231,3.6635616461296463,5.356586274672012,92.16,10.889999999999999
1303,8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,6.0,2.1041341542702074,-1.6094379124341003,-1.0216512475319814,4.0943445622221,5.093750200806762,106.09000000000002,9.302499999999998
1304,8.0,0.59,0.71,17.35,0.038,61.0,228.0,1.0,2.95,0.75,9.3,5.0,2.0794415416798357,-0.527632742082372,-0.342490308946776,4.110873864173311,5.429345628954441,86.49000000000001,8.7025
1305,7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,7.0,2.066862759472976,-1.9661128563728327,-0.7985076962177716,2.833213344056216,4.736198448394496,114.48999999999998,11.0889
1306,6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,8.0,1.916922612182061,-1.4271163556401458,-0.916290731874155,3.5263605246161616,4.653960350157523,163.84000000000003,9.796899999999999
1307,9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.9958,2.98,0.62,9.5,5.0,2.272125885509337,-1.9661128563728327,-0.527632742082372,3.1354942159291497,4.955827057601261,90.25,8.8804
1308,9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.9948,3.02,0.45,10.4,6.0,2.2192034840549946,-1.8971199848858813,-0.3856624808119846,3.091042453358316,4.867534450455582,108.16000000000001,9.1204
1309,9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.9949,3.02,0.61,10.3,6.0,2.2407096892759584,-1.7719568419318752,-0.5978370007556204,2.6390573296152584,4.543294782270004,106.09000000000002,9.1204
1310,5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,3.46,0.39,9.9,6.0,1.6486586255873816,-1.0078579253996456,-2.5257286443082556,3.6109179126442243,4.955827057601261,98.01,11.9716
1311,6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.9927,3.23,0.5,10.7,6.0,1.840549633397487,-1.4696759700589417,-1.5141277326297755,3.6109179126442243,4.7535901911063645,114.48999999999998,10.4329
1312,9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,0.43,10.5,5.0,2.2617630984737906,-1.3862943611198906,-0.616186139423817,2.772588722239781,5.075173815233827,110.25,8.6436
1313,9.2,0.32,0.42,1.3,0.046,14.0,186.0,0.9949,3.08,0.48,9.6,5.0,2.2192034840549946,-1.1394342831883648,-0.8675005677047231,2.6390573296152584,5.225746673713202,92.16,9.4864
1314,6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46,9.3,6.0,1.8562979903656263,-1.171182981502945,-0.916290731874155,3.828641396489095,5.1298987149230735,86.49000000000001,9.9225
1315,8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,3.1,0.46,10.0,6.0,2.0918640616783932,-1.6094379124341003,-1.0216512475319814,4.143134726391533,5.087596335232384,100.0,9.610000000000001
1316,7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.9932,3.04,0.39,11.2,6.0,2.066862759472976,-1.3664917338237108,-1.3470736479666092,3.6888794541139363,5.247024072160486,125.43999999999998,9.2416
1317,7.0,0.15,0.34,1.4,0.039,21.0,177.0,0.9927,3.32,0.62,10.8,5.0,1.9459101490553132,-1.8971199848858813,-1.0788096613719298,3.044522437723423,5.176149732573829,116.64000000000001,11.0224
1318,6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,3.54,0.51,10.3,6.0,1.8562979903656263,-1.8971199848858813,-1.171182981502945,3.2188758248682006,4.564348191467836,106.09000000000002,12.531600000000001
1319,6.4,0.25,0.53,6.6,0.038,59.0,234.0,0.9955,3.03,0.42,8.8,5.0,1.8562979903656263,-1.3862943611198906,-0.6348782724359695,4.07753744390572,5.455321115357702,77.44000000000001,9.1809
1320,7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,3.04,0.74,12.8,6.0,2.028148247292285,-1.6607312068216509,-0.8675005677047231,1.791759469228055,4.736198448394496,163.84000000000003,9.2416
1321,7.3,0.43,0.37,4.6,0.028,17.0,114.0,0.991,3.23,0.43,13.2,6.0,1.9878743481543455,-0.843970070294529,-0.9942522733438669,2.833213344056216,4.736198448394496,174.23999999999998,10.4329
1322,5.1,0.31,0.3,0.9,0.037,28.0,152.0,0.992,3.54,0.56,10.1,6.0,1.62924053973028,-1.171182981502945,-1.2039728043259361,3.332204510175204,5.0238805208462765,102.00999999999999,12.531600000000001
1323,6.2,0.2,0.26,1.7,0.093,40.0,161.0,0.9924,3.44,0.66,11.0,5.0,1.824549292051046,-1.6094379124341003,-1.3470736479666092,3.6888794541139363,5.081404364984463,121.0,11.833599999999999
1324,6.9,0.16,0.35,1.3,0.043,21.0,182.0,0.9927,3.25,0.62,10.8,6.0,1.9315214116032138,-1.8325814637483102,-1.0498221244986778,3.044522437723423,5.204006687076795,116.64000000000001,10.5625
1325,7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,7.0,2.0412203288596382,-1.1394342831883648,-0.7339691750802004,3.332204510175204,4.736198448394496,163.84000000000003,10.240000000000002
1326,6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2,6.0,1.8718021769015913,-1.5141277326297755,-0.3285040669720361,3.4965075614664802,5.123963979403259,84.63999999999999,9.7344
1327,6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.9928,3.12,0.44,10.5,6.0,1.916922612182061,-1.3470736479666092,-1.1086626245216111,3.784189633918261,5.117993812416755,110.25,9.7344
1328,5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38,11.7,6.0,1.6486586255873816,-0.9942522733438669,-1.1086626245216111,2.5649493574615367,4.394449154672439,136.89,11.356900000000001
1329,8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.994,2.85,0.46,9.5,5.0,2.128231705849268,-1.6607312068216509,-0.843970070294529,2.995732273553991,4.6443908991413725,90.25,8.1225
1330,8.3,0.21,0.41,2.2,0.05,24.0,108.0,0.994,2.85,0.45,9.5,5.0,2.1162555148025524,-1.5606477482646683,-0.8915981192837836,3.1780538303479458,4.68213122712422,90.25,8.1225
1331,6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,6.0,1.916922612182061,-1.8971199848858813,-1.1394342831883648,3.1780538303479458,4.700480365792417,77.44000000000001,11.559999999999999
1332,7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,3.15,0.51,9.3,7.0,2.066862759472976,-1.8325814637483102,-0.4462871026284195,4.23410650459726,5.3471075307174685,86.49000000000001,9.9225
1333,7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,8.0,2.0541237336955462,-1.5606477482646683,-0.941608539858445,4.127134385045092,5.19295685089021,158.76,9.5481
1334,9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34,12.4,6.0,2.1972245773362196,-1.4271163556401458,-0.6931471805599453,3.258096538021482,4.672828834461906,153.76000000000002,10.3041
1335,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6.0,1.7404661748405046,-1.5606477482646683,-1.4271163556401458,4.0943445622221,5.241747015059643,102.00999999999999,13.3225
1336,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,8.0,2.0541237336955462,-1.2378743560016174,-1.0216512475319814,3.6375861597263857,5.081404364984463,125.43999999999998,10.6276
1337,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5.0,1.9021075263969205,-1.7147984280919266,-1.2039728043259361,3.6888794541139363,5.5254529391317835,100.0,10.8241
1338,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5.0,1.9021075263969205,-1.7147984280919266,-1.2039728043259361,3.6888794541139363,5.5254529391317835,100.0,10.8241
1339,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,6.0,2.128231705849268,-0.5447271754416722,-1.3093333199837622,3.6109179126442243,4.7535901911063645,116.64000000000001,8.940100000000001
1340,7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,10.0,6.0,1.9740810260220096,-1.8325814637483102,-1.1394342831883648,3.912023005428146,4.795790545596741,100.0,10.6929
1341,7.6,0.54,0.23,2.0,0.029,13.0,151.0,0.9931,3.04,0.33,10.4,5.0,2.028148247292285,-0.616186139423817,-1.4696759700589417,2.5649493574615367,5.017279836814924,108.16000000000001,9.2416
1342,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,6.0,2.128231705849268,-0.5447271754416722,-1.3093333199837622,3.6109179126442243,4.7535901911063645,116.64000000000001,8.940100000000001
1343,6.6,0.25,0.31,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,9.8,6.0,1.8870696490323797,-1.3862943611198906,-1.171182981502945,3.9512437185814275,5.198497031265826,96.04000000000002,12.320099999999998
1344,7.3,0.23,0.37,1.9,0.041,51.0,165.0,0.9908,3.26,0.4,12.2,8.0,1.9878743481543455,-1.4696759700589417,-0.9942522733438669,3.9318256327243257,5.10594547390058,148.83999999999997,10.6276
1345,7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.991,3.39,0.48,12.7,8.0,1.9878743481543455,-0.941608539858445,-0.9942522733438669,3.58351893845611,4.727387818712341,161.29,11.4921
1346,7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,7.0,1.9459101490553132,-0.7765287894989963,-0.941608539858445,3.828641396489095,5.093750200806762,148.83999999999997,10.3041
1347,8.2,0.35,0.4,6.3,0.039,35.0,162.0,0.9936,3.15,0.34,11.9,7.0,2.1041341542702074,-1.0498221244986778,-0.916290731874155,3.5553480614894135,5.087596335232384,141.61,9.9225
1348,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,8.0,2.0541237336955462,-1.2378743560016174,-1.0216512475319814,3.6375861597263857,5.081404364984463,125.43999999999998,10.6276
1349,9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,4.0,2.2192034840549946,-1.0498221244986778,-0.941608539858445,2.70805020110221,4.110873864173311,108.16000000000001,8.7616
1350,8.0,0.57,0.39,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,12.8,7.0,2.0794415416798357,-0.5621189181535413,-0.941608539858445,3.091042453358316,4.804021044733257,163.84000000000003,10.8241
1351,6.5,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,7.0,1.8718021769015913,-0.9942522733438669,-1.1086626245216111,3.6888794541139363,4.867534450455582,161.29,10.758399999999998
1352,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6.0,1.7404661748405046,-1.5606477482646683,-1.4271163556401458,4.0943445622221,5.241747015059643,102.00999999999999,13.3225
1353,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5.0,1.9021075263969205,-1.7147984280919266,-1.2039728043259361,3.6888794541139363,5.5254529391317835,100.0,10.8241
1354,7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,5.0,2.0541237336955462,-2.0402208285265546,-1.2039728043259361,3.7612001156935624,5.187385805840755,81.0,11.7649
